size, interior, exchange, total
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
2500, Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
2500, Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
2500, Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
Cannot divide grid evenly to processors in x-direction 312 x 8 != 2500
3000, 0.943, 1.837, 2.807
3000, 0.946, 1.926, 2.899
3000, 0.981, 1.863, 2.872
3000, 0.956, 1.779, 2.761
3000, 1.247, 1.497, 2.775
4000, 2.550, 2.509, 5.097
4000, 2.743, 2.323, 5.109
4000, 3.590, 1.450, 5.099
4000, 3.359, 1.664, 5.066
4000, 3.430, 1.588, 5.069
5000, 3.595, 4.238, 7.877
5000, 4.872, 3.008, 7.933
5000, 4.190, 3.733, 7.963
5000, 4.592, 3.331, 7.959
5000, 3.451, 4.422, 7.931
